target_code,target_name,api_code,api_name,sector,match_method,similarity_score
33820,（株）セブン＆アイ・ホールディングス,33820,セブン＆アイ・ホールディングス,Unknown,直接コード一致(5桁),0.0
34010,帝人（株）,34010,帝人,Unknown,直接コード一致(5桁),0.0
34020,東レ（株）,34020,東レ,Unknown,直接コード一致(5桁),0.0
34050,（株）クラレ,34050,クラレ,Unknown,直接コード一致(5桁),0.0
34070,旭化成（株）,34070,旭化成,Unknown,直接コード一致(5桁),0.0
34360,（株）ＳＵＭＣＯ,34360,ＳＵＭＣＯ,Unknown,直接コード一致(5桁),0.0
36590,（株）ネクソン,36590,ネクソン,Unknown,直接コード一致(5桁),0.0
38610,王子ホールディングス（株）,38610,王子ホールディングス,Unknown,直接コード一致(5桁),0.0
40040,（株）レゾナック・ホールディングス,40040,レゾナック・ホールディングス,Unknown,直接コード一致(5桁),0.0
40050,住友化学（株）,40050,住友化学,Unknown,直接コード一致(5桁),0.0
40210,日産化学（株）,40210,日産化学,Unknown,直接コード一致(5桁),0.0
40420,東ソー（株）,40420,東ソー,Unknown,直接コード一致(5桁),0.0
40430,（株）トクヤマ,40430,トクヤマ,Unknown,直接コード一致(5桁),0.0
40610,デンカ（株）,40610,デンカ,Unknown,直接コード一致(5桁),0.0
40630,信越化学工業（株）,40630,信越化学工業,Unknown,直接コード一致(5桁),0.0
41510,協和キリン（株）,41510,協和キリン,Unknown,直接コード一致(5桁),0.0
41830,三井化学（株）,41830,三井化学,Unknown,直接コード一致(5桁),0.0
41880,三菱ケミカルグループ（株）,41880,三菱ケミカルグループ,Unknown,直接コード一致(5桁),0.0
42080,ＵＢＥ（株）,42080,ＵＢＥ,Unknown,直接コード一致(5桁),0.0
43070,（株）野村総合研究所,43070,野村総合研究所,Unknown,直接コード一致(5桁),0.0
43240,（株）電通グループ,43240,電通グループ,Unknown,直接コード一致(5桁),0.0
43850,（株）メルカリ,43850,メルカリ,Unknown,直接コード一致(5桁),0.0
44520,花王（株）,44520,花王,Unknown,直接コード一致(5桁),0.0
45020,武田薬品工業（株）,45020,武田薬品工業,Unknown,直接コード一致(5桁),0.0
45030,アステラス製薬（株）,45030,アステラス製薬,Unknown,直接コード一致(5桁),0.0
45060,住友ファーマ（株）,45060,住友ファーマ,Unknown,直接コード一致(5桁),0.0
45070,塩野義製薬（株）,45070,塩野義製薬,Unknown,直接コード一致(5桁),0.0
45190,中外製薬（株）,45190,中外製薬,Unknown,直接コード一致(5桁),0.0
45230,エーザイ（株）,45230,エーザイ,Unknown,直接コード一致(5桁),0.0
45430,テルモ（株）,45430,テルモ,Unknown,直接コード一致(5桁),0.0
45680,第一三共（株）,45680,第一三共,Unknown,直接コード一致(5桁),0.0
45780,大塚ホールディングス（株）,45780,大塚ホールディングス,Unknown,直接コード一致(5桁),0.0
46610,（株）オリエンタルランド,46610,オリエンタルランド,Unknown,直接コード一致(5桁),0.0
46890,ＬＩＮＥヤフー（株）,46890,ＬＩＮＥヤフー,Unknown,直接コード一致(5桁),0.0
47040,トレンドマイクロ（株）,47040,トレンドマイクロ,Unknown,直接コード一致(5桁),0.0
47510,（株）サイバーエージェント,47510,サイバーエージェント,Unknown,直接コード一致(5桁),0.0
47550,楽天グループ（株）,47550,楽天グループ,Unknown,直接コード一致(5桁),0.0
49010,富士フイルムホールディングス（株）,49010,富士フイルムホールディングス,Unknown,直接コード一致(5桁),0.0
49020,コニカミノルタ（株）,49020,コニカミノルタ,Unknown,直接コード一致(5桁),0.0
49110,（株）資生堂,49110,資生堂,Unknown,直接コード一致(5桁),0.0
50190,出光興産（株）,50190,出光興産,Unknown,直接コード一致(5桁),0.0
50200,ＥＮＥＯＳホールディングス（株）,50200,ＥＮＥＯＳホールディングス,Unknown,直接コード一致(5桁),0.0
51010,横浜ゴム（株）,51010,横浜ゴム,Unknown,直接コード一致(5桁),0.0
51080,（株）ブリヂストン,51080,ブリヂストン,Unknown,直接コード一致(5桁),0.0
52010,ＡＧＣ（株）,52010,ＡＧＣ,Unknown,直接コード一致(5桁),0.0
52140,日本電気硝子（株）,52140,日本電気硝子,Unknown,直接コード一致(5桁),0.0
52330,太平洋セメント（株）,52330,太平洋セメント,Unknown,直接コード一致(5桁),0.0
53010,東海カーボン（株）,53010,東海カーボン,Unknown,直接コード一致(5桁),0.0
53320,ＴＯＴＯ（株）,53320,ＴＯＴＯ,Unknown,直接コード一致(5桁),0.0
53330,日本碍子（株）,53330,日本碍子,Unknown,直接コード一致(5桁),0.0
54010,日本製鉄（株）,54010,日本製鉄,Unknown,直接コード一致(5桁),0.0
54060,（株）神戸製鋼所,54060,神戸製鋼所,Unknown,直接コード一致(5桁),0.0
54110,ＪＦＥホールディングス（株）,54110,ＪＦＥホールディングス,Unknown,直接コード一致(5桁),0.0
56310,（株）日本製鋼所,56310,日本製鋼所,Unknown,直接コード一致(5桁),0.0
57030,日本軽金属ホールディングス（株）,57030,日本軽金属ホールディングス,Unknown,直接コード一致(5桁),0.0
57060,三井金属鉱業（株）,57060,三井金属鉱業,Unknown,直接コード一致(5桁),0.0
57110,三菱マテリアル（株）,57110,三菱マテリアル,Unknown,直接コード一致(5桁),0.0
57130,住友金属鉱山（株）,57130,住友金属鉱山,Unknown,直接コード一致(5桁),0.0
57140,ＤＯＷＡホールディングス（株）,57140,ＤＯＷＡホールディングス,Unknown,直接コード一致(5桁),0.0
58010,古河電気工業（株）,58010,古河電気工業,Unknown,直接コード一致(5桁),0.0
58020,住友電気工業（株）,58020,住友電気工業,Unknown,直接コード一致(5桁),0.0
58030,（株）フジクラ,58030,フジクラ,Unknown,直接コード一致(5桁),0.0
58310,（株）しずおかフィナンシャルグループ,58310,しずおかフィナンシャルグループ,Unknown,直接コード一致(5桁),0.0
60980,（株）リクルートホールディングス,60980,リクルートホールディングス,Unknown,直接コード一致(5桁),0.0
61030,オークマ（株）,61030,オークマ,Unknown,直接コード一致(5桁),0.0
61130,（株）アマダ,61130,アマダ,Unknown,直接コード一致(5桁),0.0
61460,（株）ディスコ,61460,ディスコ,Unknown,直接コード一致(5桁),0.0
61780,日本郵政（株）,61780,日本郵政,Unknown,直接コード一致(5桁),0.0
62730,ＳＭＣ（株）,62730,ＳＭＣ,Unknown,直接コード一致(5桁),0.0
63010,（株）小松製作所,63010,小松製作所,Unknown,直接コード一致(5桁),0.0
63020,住友重機械工業（株）,63020,住友重機械工業,Unknown,直接コード一致(5桁),0.0
63050,日立建機（株）,63050,日立建機,Unknown,直接コード一致(5桁),0.0
63260,（株）クボタ,63260,クボタ,Unknown,直接コード一致(5桁),0.0
63610,（株）荏原製作所,63610,荏原製作所,Unknown,直接コード一致(5桁),0.0
63670,ダイキン工業（株）,63670,ダイキン工業,Unknown,直接コード一致(5桁),0.0
64710,日本精工（株）,64710,日本精工,Unknown,直接コード一致(5桁),0.0
64720,ＮＴＮ（株）,64720,ＮＴＮ,Unknown,直接コード一致(5桁),0.0
64730,（株）ジェイテクト,64730,ジェイテクト,Unknown,直接コード一致(5桁),0.0
64790,ミネベアミツミ（株）,64790,ミネベアミツミ,Unknown,直接コード一致(5桁),0.0
65010,（株）日立製作所,65010,日立製作所,Unknown,直接コード一致(5桁),0.0
65030,三菱電機（株）,65030,三菱電機,Unknown,直接コード一致(5桁),0.0
65040,富士電機（株）,65040,富士電機,Unknown,直接コード一致(5桁),0.0
65060,（株）安川電機,65060,安川電機,Unknown,直接コード一致(5桁),0.0
65260,（株）ソシオネクスト,65260,ソシオネクスト,Unknown,直接コード一致(5桁),0.0
65320,（株）ベイカレント,65320,ベイカレント,Unknown,直接コード一致(5桁),0.0
65940,ニデック（株）,65940,ニデック,Unknown,直接コード一致(5桁),0.0
66450,オムロン（株）,66450,オムロン,Unknown,直接コード一致(5桁),0.0
66740,（株）ジーエス・ユアサ コーポレーション,66740,ジーエス・ユアサ　コーポレーション,Unknown,直接コード一致(5桁),0.0
67010,日本電気（株）,67010,日本電気,Unknown,直接コード一致(5桁),0.0
67020,富士通（株）,67020,富士通,Unknown,直接コード一致(5桁),0.0
67230,ルネサスエレクトロニクス（株）,67230,ルネサスエレクトロニクス,Unknown,直接コード一致(5桁),0.0
67240,セイコーエプソン（株）,67240,セイコーエプソン,Unknown,直接コード一致(5桁),0.0
67520,パナソニック ホールディングス（株）,67520,パナソニック　ホールディングス,Unknown,直接コード一致(5桁),0.0
67530,シャープ（株）,67530,シャープ,Unknown,直接コード一致(5桁),0.0
67580,ソニーグループ（株）,67580,ソニーグループ,Unknown,直接コード一致(5桁),0.0
67620,ＴＤＫ（株）,67620,ＴＤＫ,Unknown,直接コード一致(5桁),0.0
67700,アルプスアルパイン（株）,67700,アルプスアルパイン,Unknown,直接コード一致(5桁),0.0
68410,横河電機（株）,68410,横河電機,Unknown,直接コード一致(5桁),0.0
68570,（株）アドバンテスト,68570,アドバンテスト,Unknown,直接コード一致(5桁),0.0
68610,（株）キーエンス,68610,キーエンス,Unknown,直接コード一致(5桁),0.0
69020,（株）デンソー,69020,デンソー,Unknown,直接コード一致(5桁),0.0
69200,レーザーテック（株）,69200,レーザーテック,Unknown,直接コード一致(5桁),0.0
69520,カシオ計算機（株）,69520,カシオ計算機,Unknown,直接コード一致(5桁),0.0
69540,ファナック（株）,69540,ファナック,Unknown,直接コード一致(5桁),0.0
69630,ローム（株）,69630,ローム,Unknown,直接コード一致(5桁),0.0
69710,京セラ（株）,69710,京セラ,Unknown,直接コード一致(5桁),0.0
69760,太陽誘電（株）,69760,太陽誘電,Unknown,直接コード一致(5桁),0.0
69810,（株）村田製作所,69810,村田製作所,Unknown,直接コード一致(5桁),0.0
69880,日東電工（株）,69880,日東電工,Unknown,直接コード一致(5桁),0.0
70040,カナデビア（株）,70040,カナデビア,Unknown,直接コード一致(5桁),0.0
70110,三菱重工業（株）,70110,三菱重工業,Unknown,直接コード一致(5桁),0.0
70120,川崎重工業（株）,70120,川崎重工業,Unknown,直接コード一致(5桁),0.0
70130,（株）ＩＨＩ,70130,ＩＨＩ,Unknown,直接コード一致(5桁),0.0
71860,（株）コンコルディア・フィナンシャルグループ,71860,コンコルディア・フィナンシャルグループ,Unknown,直接コード一致(5桁),0.0
72010,日産自動車（株）,72010,日産自動車,Unknown,直接コード一致(5桁),0.0
72020,いすゞ自動車（株）,72020,いすゞ自動車,Unknown,直接コード一致(5桁),0.0
72030,トヨタ自動車（株）,72030,トヨタ自動車,Unknown,直接コード一致(5桁),0.0
72050,日野自動車（株）,72050,日野自動車,Unknown,直接コード一致(5桁),0.0
72110,三菱自動車工業（株）,72110,三菱自動車工業,Unknown,直接コード一致(5桁),0.0
72610,マツダ（株）,72610,マツダ,Unknown,直接コード一致(5桁),0.0
72670,本田技研工業（株）,72670,本田技研工業,Unknown,直接コード一致(5桁),0.0
72690,スズキ（株）,72690,スズキ,Unknown,直接コード一致(5桁),0.0
72700,（株）ＳＵＢＡＲＵ,72700,ＳＵＢＡＲＵ,Unknown,直接コード一致(5桁),0.0
72720,ヤマハ発動機（株）,72720,ヤマハ発動機,Unknown,直接コード一致(5桁),0.0
74530,（株）良品計画,74530,良品計画,Unknown,直接コード一致(5桁),0.0
77310,（株）ニコン,77310,ニコン,Unknown,直接コード一致(5桁),0.0
77330,オリンパス（株）,77330,オリンパス,Unknown,直接コード一致(5桁),0.0
77350,（株）ＳＣＲＥＥＮホールディングス,77350,ＳＣＲＥＥＮホールディングス,Unknown,直接コード一致(5桁),0.0
77410,ＨＯＹＡ（株）,77410,ＨＯＹＡ,Unknown,直接コード一致(5桁),0.0
77510,キヤノン（株）,77510,キヤノン,Unknown,直接コード一致(5桁),0.0
77520,（株）リコー,77520,リコー,Unknown,直接コード一致(5桁),0.0
77620,シチズン時計（株）,77620,シチズン時計,Unknown,直接コード一致(5桁),0.0
78320,（株）バンダイナムコホールディングス,78320,バンダイナムコホールディングス,Unknown,直接コード一致(5桁),0.0
79110,ＴＯＰＰＡＮホールディングス（株）,79110,ＴＯＰＰＡＮホールディングス,Unknown,直接コード一致(5桁),0.0
79120,大日本印刷（株）,79120,大日本印刷,Unknown,直接コード一致(5桁),0.0
79510,ヤマハ（株）,79510,ヤマハ,Unknown,直接コード一致(5桁),0.0
79740,任天堂（株）,79740,任天堂,Unknown,直接コード一致(5桁),0.0
80010,伊藤忠商事（株）,80010,伊藤忠商事,Unknown,直接コード一致(5桁),0.0
80020,丸紅（株）,80020,丸紅,Unknown,直接コード一致(5桁),0.0
80150,豊田通商（株）,80150,豊田通商,Unknown,直接コード一致(5桁),0.0
80310,三井物産（株）,80310,三井物産,Unknown,直接コード一致(5桁),0.0
80350,東京エレクトロン（株）,80350,東京エレクトロン,Unknown,直接コード一致(5桁),0.0
80530,住友商事（株）,80530,住友商事,Unknown,直接コード一致(5桁),0.0
80580,三菱商事（株）,80580,三菱商事,Unknown,直接コード一致(5桁),0.0
82330,（株）高島屋,82330,高島屋,Unknown,直接コード一致(5桁),0.0
82520,（株）丸井グループ,82520,丸井グループ,Unknown,直接コード一致(5桁),0.0
82530,（株）クレディセゾン,82530,クレディセゾン,Unknown,直接コード一致(5桁),0.0
82670,イオン（株）,82670,イオン,Unknown,直接コード一致(5桁),0.0
83040,（株）あおぞら銀行,83040,あおぞら銀行,Unknown,直接コード一致(5桁),0.0
83060,（株）三菱ＵＦＪフィナンシャル・グループ,83060,三菱ＵＦＪフィナンシャル・グループ,Unknown,直接コード一致(5桁),0.0
83080,（株）りそなホールディングス,83080,りそなホールディングス,Unknown,直接コード一致(5桁),0.0
83090,三井住友トラストグループ（株）,83090,三井住友トラストグループ,Unknown,直接コード一致(5桁),0.0
83160,（株）三井住友フィナンシャルグループ,83160,三井住友フィナンシャルグループ,Unknown,直接コード一致(5桁),0.0
83310,（株）千葉銀行,83310,千葉銀行,Unknown,直接コード一致(5桁),0.0
83540,（株）ふくおかフィナンシャルグループ,83540,ふくおかフィナンシャルグループ,Unknown,直接コード一致(5桁),0.0
84110,（株）みずほフィナンシャルグループ,84110,みずほフィナンシャルグループ,Unknown,直接コード一致(5桁),0.0
85910,オリックス（株）,85910,オリックス,Unknown,直接コード一致(5桁),0.0
86010,（株）大和証券グループ本社,86010,大和証券グループ本社,Unknown,直接コード一致(5桁),0.0
86040,野村ホールディングス（株）,86040,野村ホールディングス,Unknown,直接コード一致(5桁),0.0
86300,ＳＯＭＰＯホールディングス（株）,86300,ＳＯＭＰＯホールディングス,Unknown,直接コード一致(5桁),0.0
86970,（株）日本取引所グループ,86970,日本取引所グループ,Unknown,直接コード一致(5桁),0.0
87250,ＭＳ＆ＡＤインシュアランスグループホールディングス（株）,87250,ＭＳ＆ＡＤインシュアランスグループホールディングス,Unknown,直接コード一致(5桁),0.0
87500,第一生命ホールディングス（株）,87500,第一生命ホールディングス,Unknown,直接コード一致(5桁),0.0
87660,東京海上ホールディングス（株）,87660,東京海上ホールディングス,Unknown,直接コード一致(5桁),0.0
87950,（株）Ｔ＆Ｄホールディングス,87950,Ｔ＆Ｄホールディングス,Unknown,直接コード一致(5桁),0.0
88010,三井不動産（株）,88010,三井不動産,Unknown,直接コード一致(5桁),0.0
88020,三菱地所（株）,88020,三菱地所,Unknown,直接コード一致(5桁),0.0
88040,東京建物（株）,88040,東京建物,Unknown,直接コード一致(5桁),0.0
88300,住友不動産（株）,88300,住友不動産,Unknown,直接コード一致(5桁),0.0
90010,東武鉄道（株）,90010,東武鉄道,Unknown,直接コード一致(5桁),0.0
90050,東急（株）,90050,東急,Unknown,直接コード一致(5桁),0.0
90070,小田急電鉄（株）,90070,小田急電鉄,Unknown,直接コード一致(5桁),0.0
90080,京王電鉄（株）,90080,京王電鉄,Unknown,直接コード一致(5桁),0.0
90090,京成電鉄（株）,90090,京成電鉄,Unknown,直接コード一致(5桁),0.0
90200,東日本旅客鉄道（株）,90200,東日本旅客鉄道,Unknown,直接コード一致(5桁),0.0
90210,西日本旅客鉄道（株）,90210,西日本旅客鉄道,Unknown,直接コード一致(5桁),0.0
90220,東海旅客鉄道（株）,90220,東海旅客鉄道,Unknown,直接コード一致(5桁),0.0
90640,ヤマトホールディングス（株）,90640,ヤマトホールディングス,Unknown,直接コード一致(5桁),0.0
91010,日本郵船（株）,91010,日本郵船,Unknown,直接コード一致(5桁),0.0
91040,（株）商船三井,91040,商船三井,Unknown,直接コード一致(5桁),0.0
91070,川崎汽船（株）,91070,川崎汽船,Unknown,直接コード一致(5桁),0.0
91470,ＮＩＰＰＯＮ ＥＸＰＲＥＳＳホールディングス（株）,91470,ＮＩＰＰＯＮ　ＥＸＰＲＥＳＳホールディングス,Unknown,直接コード一致(5桁),0.0
92010,日本航空（株）,92010,日本航空,Unknown,直接コード一致(5桁),0.0
92020,ＡＮＡホールディングス（株）,92020,ＡＮＡホールディングス,Unknown,直接コード一致(5桁),0.0
94320,ＮＴＴ（株）,94320,ＮＴＴ,Unknown,直接コード一致(5桁),0.0
94330,ＫＤＤＩ（株）,94330,ＫＤＤＩ,Unknown,直接コード一致(5桁),0.0
94340,ソフトバンク（株）,94340,ソフトバンク,Unknown,直接コード一致(5桁),0.0
95010,東京電力ホールディングス（株）,95010,東京電力ホールディングス,Unknown,直接コード一致(5桁),0.0
95020,中部電力（株）,95020,中部電力,Unknown,直接コード一致(5桁),0.0
95030,関西電力（株）,95030,関西電力,Unknown,直接コード一致(5桁),0.0
95310,東京瓦斯（株）,95310,東京瓦斯,Unknown,直接コード一致(5桁),0.0
95320,大阪瓦斯（株）,95320,大阪瓦斯,Unknown,直接コード一致(5桁),0.0
96020,東宝（株）,96020,東宝,Unknown,直接コード一致(5桁),0.0
97350,セコム（株）,97350,セコム,Unknown,直接コード一致(5桁),0.0
97660,コナミグループ（株）,97660,コナミグループ,Unknown,直接コード一致(5桁),0.0
98430,（株）ニトリホールディングス,98430,ニトリホールディングス,Unknown,直接コード一致(5桁),0.0
99830,（株）ファーストリテイリング,99830,ファーストリテイリング,Unknown,直接コード一致(5桁),0.0
99840,ソフトバンクグループ（株）,99840,ソフトバンクグループ,Unknown,直接コード一致(5桁),0.0
