target_code,target_name,api_code,api_name,sector,match_method,similarity_score
67580,ソニーグループ（株）,67580,ソニーグループ,,直接コード一致(5桁),0.0
67620,ＴＤＫ（株）,67620,ＴＤＫ,,直接コード一致(5桁),0.0
67700,アルプスアルパイン（株）,67700,アルプスアルパイン,,直接コード一致(5桁),0.0
68410,横河電機（株）,68410,横河電機,,直接コード一致(5桁),0.0
68570,（株）アドバンテスト,68570,アドバンテスト,,直接コード一致(5桁),0.0
68610,（株）キーエンス,68610,キーエンス,,直接コード一致(5桁),0.0
69020,（株）デンソー,69020,デンソー,,直接コード一致(5桁),0.0
69200,レーザーテック（株）,69200,レーザーテック,,直接コード一致(5桁),0.0
69520,カシオ計算機（株）,69520,カシオ計算機,,直接コード一致(5桁),0.0
69540,ファナック（株）,69540,ファナック,,直接コード一致(5桁),0.0
69630,ローム（株）,69630,ローム,,直接コード一致(5桁),0.0
69710,京セラ（株）,69710,京セラ,,直接コード一致(5桁),0.0
69760,太陽誘電（株）,69760,太陽誘電,,直接コード一致(5桁),0.0
69810,（株）村田製作所,69810,村田製作所,,直接コード一致(5桁),0.0
77350,（株）ＳＣＲＥＥＮホールディングス,77350,ＳＣＲＥＥＮホールディングス,,直接コード一致(5桁),0.0
77510,キヤノン（株）,77510,キヤノン,,直接コード一致(5桁),0.0
77520,（株）リコー,77520,リコー,,直接コード一致(5桁),0.0
80350,東京エレクトロン（株）,80350,東京エレクトロン,,直接コード一致(5桁),0.0
72010,日産自動車（株）,72010,日産自動車,,直接コード一致(5桁),0.0
72020,いすゞ自動車（株）,72020,いすゞ自動車,,直接コード一致(5桁),0.0
72030,トヨタ自動車（株）,72030,トヨタ自動車,,直接コード一致(5桁),0.0
72050,日野自動車（株）,72050,日野自動車,,直接コード一致(5桁),0.0
72110,三菱自動車工業（株）,72110,三菱自動車工業,,直接コード一致(5桁),0.0
72610,マツダ（株）,72610,マツダ,,直接コード一致(5桁),0.0
72670,本田技研工業（株）,72670,本田技研工業,,直接コード一致(5桁),0.0
72690,スズキ（株）,72690,スズキ,,直接コード一致(5桁),0.0
72700,（株）ＳＵＢＡＲＵ,72700,ＳＵＢＡＲＵ,,直接コード一致(5桁),0.0
72720,ヤマハ発動機（株）,72720,ヤマハ発動機,,直接コード一致(5桁),0.0
45430,テルモ（株）,45430,テルモ,,直接コード一致(5桁),0.0
49020,コニカミノルタ（株）,49020,コニカミノルタ,,直接コード一致(5桁),0.0
61460,（株）ディスコ,61460,ディスコ,,直接コード一致(5桁),0.0
77310,（株）ニコン,77310,ニコン,,直接コード一致(5桁),0.0
77330,オリンパス（株）,77330,オリンパス,,直接コード一致(5桁),0.0
77410,ＨＯＹＡ（株）,77410,ＨＯＹＡ,,直接コード一致(5桁),0.0
77620,シチズン時計（株）,77620,シチズン時計,,直接コード一致(5桁),0.0
94320,ＮＴＴ（株）,94320,ＮＴＴ,,直接コード一致(5桁),0.0
94330,ＫＤＤＩ（株）,94330,ＫＤＤＩ,,直接コード一致(5桁),0.0
94340,ソフトバンク（株）,94340,ソフトバンク,,直接コード一致(5桁),0.0
99840,ソフトバンクグループ（株）,99840,ソフトバンクグループ,,直接コード一致(5桁),0.0
58310,（株）しずおかフィナンシャルグループ,58310,しずおかフィナンシャルグループ,,直接コード一致(5桁),0.0
71860,（株）コンコルディア・フィナンシャルグループ,71860,コンコルディア・フィナンシャルグループ,,直接コード一致(5桁),0.0
83040,（株）あおぞら銀行,83040,あおぞら銀行,,直接コード一致(5桁),0.0
83060,（株）三菱ＵＦＪフィナンシャル・グループ,83060,三菱ＵＦＪフィナンシャル・グループ,,直接コード一致(5桁),0.0
83080,（株）りそなホールディングス,83080,りそなホールディングス,,直接コード一致(5桁),0.0
83090,三井住友トラストグループ（株）,83090,三井住友トラストグループ,,直接コード一致(5桁),0.0
83160,（株）三井住友フィナンシャルグループ,83160,三井住友フィナンシャルグループ,,直接コード一致(5桁),0.0
83310,（株）千葉銀行,83310,千葉銀行,,直接コード一致(5桁),0.0
83540,（株）ふくおかフィナンシャルグループ,83540,ふくおかフィナンシャルグループ,,直接コード一致(5桁),0.0
84110,（株）みずほフィナンシャルグループ,84110,みずほフィナンシャルグループ,,直接コード一致(5桁),0.0
82530,（株）クレディセゾン,82530,クレディセゾン,,直接コード一致(5桁),0.0
85910,オリックス（株）,85910,オリックス,,直接コード一致(5桁),0.0
86970,（株）日本取引所グループ,86970,日本取引所グループ,,直接コード一致(5桁),0.0
86010,（株）大和証券グループ本社,86010,大和証券グループ本社,,直接コード一致(5桁),0.0
86040,野村ホールディングス（株）,86040,野村ホールディングス,,直接コード一致(5桁),0.0
86300,ＳＯＭＰＯホールディングス（株）,86300,ＳＯＭＰＯホールディングス,,直接コード一致(5桁),0.0
87250,ＭＳ＆ＡＤインシュアランスグループホールディングス（株）,87250,ＭＳ＆ＡＤインシュアランスグループホールディングス,,直接コード一致(5桁),0.0
87500,第一生命ホールディングス（株）,87500,第一生命ホールディングス,,直接コード一致(5桁),0.0
87660,東京海上ホールディングス（株）,87660,東京海上ホールディングス,,直接コード一致(5桁),0.0
87950,（株）Ｔ＆Ｄホールディングス,87950,Ｔ＆Ｄホールディングス,,直接コード一致(5桁),0.0
13320,（株）ニッスイ,13320,ニッスイ,,直接コード一致(5桁),0.0
20020,（株）日清製粉グループ本社,20020,日清製粉グループ本社,,直接コード一致(5桁),0.0
22690,明治ホールディングス（株）,22690,明治ホールディングス,,直接コード一致(5桁),0.0
22820,日本ハム（株）,22820,日本ハム,,直接コード一致(5桁),0.0
25010,サッポロホールディングス（株）,25010,サッポロホールディングス,,直接コード一致(5桁),0.0
25020,アサヒグループホールディングス（株）,25020,アサヒグループホールディングス,,直接コード一致(5桁),0.0
25030,キリンホールディングス（株）,25030,キリンホールディングス,,直接コード一致(5桁),0.0
28010,キッコーマン（株）,28010,キッコーマン,,直接コード一致(5桁),0.0
28020,味の素（株）,28020,味の素,,直接コード一致(5桁),0.0
28710,（株）ニチレイ,28710,ニチレイ,,直接コード一致(5桁),0.0
29140,日本たばこ産業（株）,29140,日本たばこ産業,,直接コード一致(5桁),0.0
30860,Ｊ． フロント リテイリング（株）,30860,Ｊ．フロント　リテイリング,,直接コード一致(5桁),0.0
30920,（株）ＺＯＺＯ,30920,ＺＯＺＯ,,直接コード一致(5桁),0.0
30990,（株）三越伊勢丹ホールディングス,30990,三越伊勢丹ホールディングス,,直接コード一致(5桁),0.0
33820,（株）セブン＆アイ・ホールディングス,33820,セブン＆アイ・ホールディングス,,直接コード一致(5桁),0.0
74530,（株）良品計画,74530,良品計画,,直接コード一致(5桁),0.0
82330,（株）高島屋,82330,高島屋,,直接コード一致(5桁),0.0
82520,（株）丸井グループ,82520,丸井グループ,,直接コード一致(5桁),0.0
82670,イオン（株）,82670,イオン,,直接コード一致(5桁),0.0
98430,（株）ニトリホールディングス,98430,ニトリホールディングス,,直接コード一致(5桁),0.0
99830,（株）ファーストリテイリング,99830,ファーストリテイリング,,直接コード一致(5桁),0.0
24130,エムスリー（株）,24130,エムスリー,,直接コード一致(5桁),0.0
24320,（株）ディー・エヌ・エー,24320,ディー・エヌ・エー,,直接コード一致(5桁),0.0
36590,（株）ネクソン,36590,ネクソン,,直接コード一致(5桁),0.0
43070,（株）野村総合研究所,43070,野村総合研究所,,直接コード一致(5桁),0.0
43240,（株）電通グループ,43240,電通グループ,,直接コード一致(5桁),0.0
43850,（株）メルカリ,43850,メルカリ,,直接コード一致(5桁),0.0
46610,（株）オリエンタルランド,46610,オリエンタルランド,,直接コード一致(5桁),0.0
46890,ＬＩＮＥヤフー（株）,46890,ＬＩＮＥヤフー,,直接コード一致(5桁),0.0
47040,トレンドマイクロ（株）,47040,トレンドマイクロ,,直接コード一致(5桁),0.0
47510,（株）サイバーエージェント,47510,サイバーエージェント,,直接コード一致(5桁),0.0
47550,楽天グループ（株）,47550,楽天グループ,,直接コード一致(5桁),0.0
60980,（株）リクルートホールディングス,60980,リクルートホールディングス,,直接コード一致(5桁),0.0
61780,日本郵政（株）,61780,日本郵政,,直接コード一致(5桁),0.0
65320,（株）ベイカレント,65320,ベイカレント,,直接コード一致(5桁),0.0
79740,任天堂（株）,79740,任天堂,,直接コード一致(5桁),0.0
96020,東宝（株）,96020,東宝,,直接コード一致(5桁),0.0
97350,セコム（株）,97350,セコム,,直接コード一致(5桁),0.0
97660,コナミグループ（株）,97660,コナミグループ,,直接コード一致(5桁),0.0
16050,（株）ＩＮＰＥＸ,16050,ＩＮＰＥＸ,,直接コード一致(5桁),0.0
34010,帝人（株）,34010,帝人,,直接コード一致(5桁),0.0
34020,東レ（株）,34020,東レ,,直接コード一致(5桁),0.0
38610,王子ホールディングス（株）,38610,王子ホールディングス,,直接コード一致(5桁),0.0
34050,（株）クラレ,34050,クラレ,,直接コード一致(5桁),0.0
34070,旭化成（株）,34070,旭化成,,直接コード一致(5桁),0.0
40040,（株）レゾナック・ホールディングス,40040,レゾナック・ホールディングス,,直接コード一致(5桁),0.0
40050,住友化学（株）,40050,住友化学,,直接コード一致(5桁),0.0
40210,日産化学（株）,40210,日産化学,,直接コード一致(5桁),0.0
40420,東ソー（株）,40420,東ソー,,直接コード一致(5桁),0.0
40430,（株）トクヤマ,40430,トクヤマ,,直接コード一致(5桁),0.0
40610,デンカ（株）,40610,デンカ,,直接コード一致(5桁),0.0
40630,信越化学工業（株）,40630,信越化学工業,,直接コード一致(5桁),0.0
41830,三井化学（株）,41830,三井化学,,直接コード一致(5桁),0.0
41880,三菱ケミカルグループ（株）,41880,三菱ケミカルグループ,,直接コード一致(5桁),0.0
42080,ＵＢＥ（株）,42080,ＵＢＥ,,直接コード一致(5桁),0.0
44520,花王（株）,44520,花王,,直接コード一致(5桁),0.0
49010,富士フイルムホールディングス（株）,49010,富士フイルムホールディングス,,直接コード一致(5桁),0.0
49110,（株）資生堂,49110,資生堂,,直接コード一致(5桁),0.0
69880,日東電工（株）,69880,日東電工,,直接コード一致(5桁),0.0
50190,出光興産（株）,50190,出光興産,,直接コード一致(5桁),0.0
50200,ＥＮＥＯＳホールディングス（株）,50200,ＥＮＥＯＳホールディングス,,直接コード一致(5桁),0.0
51010,横浜ゴム（株）,51010,横浜ゴム,,直接コード一致(5桁),0.0
51080,（株）ブリヂストン,51080,ブリヂストン,,直接コード一致(5桁),0.0
52010,ＡＧＣ（株）,52010,ＡＧＣ,,直接コード一致(5桁),0.0
52140,日本電気硝子（株）,52140,日本電気硝子,,直接コード一致(5桁),0.0
52330,太平洋セメント（株）,52330,太平洋セメント,,直接コード一致(5桁),0.0
53010,東海カーボン（株）,53010,東海カーボン,,直接コード一致(5桁),0.0
53320,ＴＯＴＯ（株）,53320,ＴＯＴＯ,,直接コード一致(5桁),0.0
53330,日本碍子（株）,53330,日本碍子,,直接コード一致(5桁),0.0
54010,日本製鉄（株）,54010,日本製鉄,,直接コード一致(5桁),0.0
54060,（株）神戸製鋼所,54060,神戸製鋼所,,直接コード一致(5桁),0.0
54110,ＪＦＥホールディングス（株）,54110,ＪＦＥホールディングス,,直接コード一致(5桁),0.0
34360,（株）ＳＵＭＣＯ,34360,ＳＵＭＣＯ,,直接コード一致(5桁),0.0
57060,三井金属鉱業（株）,57060,三井金属鉱業,,直接コード一致(5桁),0.0
57110,三菱マテリアル（株）,57110,三菱マテリアル,,直接コード一致(5桁),0.0
57130,住友金属鉱山（株）,57130,住友金属鉱山,,直接コード一致(5桁),0.0
57140,ＤＯＷＡホールディングス（株）,57140,ＤＯＷＡホールディングス,,直接コード一致(5桁),0.0
58010,古河電気工業（株）,58010,古河電気工業,,直接コード一致(5桁),0.0
58020,住友電気工業（株）,58020,住友電気工業,,直接コード一致(5桁),0.0
58030,（株）フジクラ,58030,フジクラ,,直接コード一致(5桁),0.0
27680,双日（株）,27680,双日,,直接コード一致(5桁),0.0
80010,伊藤忠商事（株）,80010,伊藤忠商事,,直接コード一致(5桁),0.0
80020,丸紅（株）,80020,丸紅,,直接コード一致(5桁),0.0
80150,豊田通商（株）,80150,豊田通商,,直接コード一致(5桁),0.0
80310,三井物産（株）,80310,三井物産,,直接コード一致(5桁),0.0
80530,住友商事（株）,80530,住友商事,,直接コード一致(5桁),0.0
80580,三菱商事（株）,80580,三菱商事,,直接コード一致(5桁),0.0
17210,コムシスホールディングス（株）,17210,コムシスホールディングス,,直接コード一致(5桁),0.0
18010,大成建設（株）,18010,大成建設,,直接コード一致(5桁),0.0
18020,（株）大林組,18020,大林組,,直接コード一致(5桁),0.0
18030,清水建設（株）,18030,清水建設,,直接コード一致(5桁),0.0
18080,（株）長谷工コーポレーション,18080,長谷工コーポレーション,,直接コード一致(5桁),0.0
18120,鹿島建設（株）,18120,鹿島建設,,直接コード一致(5桁),0.0
19250,大和ハウス工業（株）,19250,大和ハウス工業,,直接コード一致(5桁),0.0
19280,積水ハウス（株）,19280,積水ハウス,,直接コード一致(5桁),0.0
19630,日揮ホールディングス（株）,19630,日揮ホールディングス,,直接コード一致(5桁),0.0
56310,（株）日本製鋼所,56310,日本製鋼所,,直接コード一致(5桁),0.0
61030,オークマ（株）,61030,オークマ,,直接コード一致(5桁),0.0
61130,（株）アマダ,61130,アマダ,,直接コード一致(5桁),0.0
62730,ＳＭＣ（株）,62730,ＳＭＣ,,直接コード一致(5桁),0.0
63010,（株）小松製作所,63010,小松製作所,,直接コード一致(5桁),0.0
63020,住友重機械工業（株）,63020,住友重機械工業,,直接コード一致(5桁),0.0
63050,日立建機（株）,63050,日立建機,,直接コード一致(5桁),0.0
63260,（株）クボタ,63260,クボタ,,直接コード一致(5桁),0.0
63610,（株）荏原製作所,63610,荏原製作所,,直接コード一致(5桁),0.0
63670,ダイキン工業（株）,63670,ダイキン工業,,直接コード一致(5桁),0.0
64710,日本精工（株）,64710,日本精工,,直接コード一致(5桁),0.0
64720,ＮＴＮ（株）,64720,ＮＴＮ,,直接コード一致(5桁),0.0
64730,（株）ジェイテクト,64730,ジェイテクト,,直接コード一致(5桁),0.0
70040,カナデビア（株）,70040,カナデビア,,直接コード一致(5桁),0.0
70110,三菱重工業（株）,70110,三菱重工業,,直接コード一致(5桁),0.0
70120,川崎重工業（株）,70120,川崎重工業,,直接コード一致(5桁),0.0
70130,（株）ＩＨＩ,70130,ＩＨＩ,,直接コード一致(5桁),0.0
78320,（株）バンダイナムコホールディングス,78320,バンダイナムコホールディングス,,直接コード一致(5桁),0.0
79110,ＴＯＰＰＡＮホールディングス（株）,79110,ＴＯＰＰＡＮホールディングス,,直接コード一致(5桁),0.0
79120,大日本印刷（株）,79120,大日本印刷,,直接コード一致(5桁),0.0
79510,ヤマハ（株）,79510,ヤマハ,,直接コード一致(5桁),0.0
32890,東急不動産ホールディングス（株）,32890,東急不動産ホールディングス,,直接コード一致(5桁),0.0
88010,三井不動産（株）,88010,三井不動産,,直接コード一致(5桁),0.0
88020,三菱地所（株）,88020,三菱地所,,直接コード一致(5桁),0.0
88040,東京建物（株）,88040,東京建物,,直接コード一致(5桁),0.0
88300,住友不動産（株）,88300,住友不動産,,直接コード一致(5桁),0.0
90010,東武鉄道（株）,90010,東武鉄道,,直接コード一致(5桁),0.0
90050,東急（株）,90050,東急,,直接コード一致(5桁),0.0
90070,小田急電鉄（株）,90070,小田急電鉄,,直接コード一致(5桁),0.0
90080,京王電鉄（株）,90080,京王電鉄,,直接コード一致(5桁),0.0
90090,京成電鉄（株）,90090,京成電鉄,,直接コード一致(5桁),0.0
90200,東日本旅客鉄道（株）,90200,東日本旅客鉄道,,直接コード一致(5桁),0.0
90210,西日本旅客鉄道（株）,90210,西日本旅客鉄道,,直接コード一致(5桁),0.0
90220,東海旅客鉄道（株）,90220,東海旅客鉄道,,直接コード一致(5桁),0.0
90640,ヤマトホールディングス（株）,90640,ヤマトホールディングス,,直接コード一致(5桁),0.0
91470,ＮＩＰＰＯＮ ＥＸＰＲＥＳＳホールディングス（株）,91470,ＮＩＰＰＯＮ　ＥＸＰＲＥＳＳホールディングス,,直接コード一致(5桁),0.0
91010,日本郵船（株）,91010,日本郵船,,直接コード一致(5桁),0.0
91040,（株）商船三井,91040,商船三井,,直接コード一致(5桁),0.0
91070,川崎汽船（株）,91070,川崎汽船,,直接コード一致(5桁),0.0
92010,日本航空（株）,92010,日本航空,,直接コード一致(5桁),0.0
92020,ＡＮＡホールディングス（株）,92020,ＡＮＡホールディングス,,直接コード一致(5桁),0.0
95010,東京電力ホールディングス（株）,95010,東京電力ホールディングス,,直接コード一致(5桁),0.0
95020,中部電力（株）,95020,中部電力,,直接コード一致(5桁),0.0
95030,関西電力（株）,95030,関西電力,,直接コード一致(5桁),0.0
95310,東京瓦斯（株）,95310,東京瓦斯,,直接コード一致(5桁),0.0
95320,大阪瓦斯（株）,95320,大阪瓦斯,,直接コード一致(5桁),0.0
